Town,Year,Substance,Gender,Measure Type,Variable,Value
Litchfield,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,2
Litchfield,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Litchfield,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Litchfield,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Lyme,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Lyme,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,3
Lyme,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Lyme,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Lyme,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Lyme,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Lyme,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,1
Lyme,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Madison,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Madison,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
Madison,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,10
Madison,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Madison,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Madison,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,1
Madison,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,5
Madison,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Manchester,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,5
Manchester,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
Manchester,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,13
Manchester,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,2
Manchester,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Manchester,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Manchester,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,5
Manchester,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Mansfield,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Mansfield,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Mansfield,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Mansfield,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Mansfield,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Mansfield,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Mansfield,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Mansfield,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Marlborough,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Marlborough,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Marlborough,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Marlborough,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Marlborough,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Marlborough,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Marlborough,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Marlborough,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Meriden,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,3
Meriden,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,4
Meriden,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,15
Meriden,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Meriden,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,3
Meriden,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,1
Meriden,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,22
Meriden,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,5
Middlebury,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,3
Middlebury,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
Middlebury,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Middlebury,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,10
Middlebury,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Middlebury,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,2
Middlebury,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,14
Middlebury,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Middlefield,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Middlefield,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Middlefield,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Middlefield,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Middlefield,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Middlefield,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Middlefield,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,3
Middlefield,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Middletown,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Middletown,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
Middletown,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,13
Middletown,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,6
Middletown,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,1
Middletown,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,2
Middletown,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,11
Middletown,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,12
Milford,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,5
Milford,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Milford,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,10
Milford,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Milford,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Milford,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Milford,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,15
Milford,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,5
Monroe,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Monroe,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Monroe,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Monroe,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Monroe,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Monroe,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Monroe,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,3
Monroe,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Montville,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Montville,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Montville,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Montville,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Montville,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,5
Montville,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Montville,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,10
Montville,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Morris,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Morris,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Morris,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Morris,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Morris,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Morris,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Morris,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,2
Morris,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Naugatuck,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Naugatuck,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,6
Naugatuck,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,10
Naugatuck,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,7
Naugatuck,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,2
Naugatuck,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,4
Naugatuck,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,8
Naugatuck,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
New Britain,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,2
New Britain,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
New Britain,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,15
New Britain,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,4
New Britain,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,1
New Britain,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
New Britain,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,9
New Britain,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,3
New Canaan,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,2
New Canaan,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,3
New Canaan,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
New Canaan,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
New Canaan,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
New Canaan,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
New Canaan,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
New Canaan,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
New Fairfield,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,2
New Fairfield,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
New Fairfield,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
New Fairfield,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
New Fairfield,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
New Fairfield,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
New Fairfield,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,7
New Fairfield,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,5
New Hartford,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
New Hartford,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
New Hartford,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
New Hartford,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
New Hartford,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
New Hartford,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
New Hartford,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
New Hartford,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
New Haven,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
New Haven,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
New Haven,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,34
New Haven,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,5
New Haven,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,2
New Haven,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
New Haven,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,3
New Haven,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
New London,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
New London,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
New London,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
New London,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,3
New London,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
New London,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
New London,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,3
New London,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
New Milford,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,2
New Milford,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
New Milford,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
New Milford,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
New Milford,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
New Milford,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
New Milford,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,14
New Milford,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Newington,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Newington,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Newington,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Newington,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,2
Newington,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Newington,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Newington,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,6
Newington,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Newtown,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Newtown,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,3
Newtown,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,12
Newtown,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,3
Newtown,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,1
Newtown,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Newtown,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,14
Newtown,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Norfolk,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Norfolk,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Norfolk,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Norfolk,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Norfolk,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Norfolk,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Norfolk,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Norfolk,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
North Branford,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
North Branford,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
North Branford,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
North Branford,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
North Branford,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
North Branford,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
North Branford,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,10
North Branford,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
North Canaan,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,2
North Canaan,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
North Canaan,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
North Canaan,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
North Canaan,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
North Canaan,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
North Canaan,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
North Canaan,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
North Haven,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
North Haven,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
North Haven,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
North Haven,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
North Haven,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
North Haven,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
North Haven,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,6
North Haven,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,4
North Stonington,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
North Stonington,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
North Stonington,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
North Stonington,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
North Stonington,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
North Stonington,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
North Stonington,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,4
North Stonington,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Norwalk,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,16
Norwalk,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,13
Norwalk,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,32
Norwalk,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,4
Norwalk,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Norwalk,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Norwalk,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,16
Norwalk,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,4
Norwich,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Norwich,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Norwich,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Norwich,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Norwich,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Norwich,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Norwich,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,1
Norwich,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Old Lyme,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Old Lyme,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,3
Old Lyme,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Old Lyme,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Old Lyme,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Old Lyme,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Old Lyme,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,1
Old Lyme,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Old Saybrook,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Old Saybrook,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Old Saybrook,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Old Saybrook,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Old Saybrook,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Old Saybrook,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Old Saybrook,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,1
Old Saybrook,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Orange,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Orange,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Orange,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Orange,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Orange,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Orange,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Orange,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Orange,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Oxford,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Oxford,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Oxford,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Oxford,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Oxford,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Oxford,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Oxford,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Oxford,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Plainfield,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Plainfield,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Plainfield,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Plainfield,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Plainfield,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Plainfield,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Plainfield,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,5
Plainfield,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Plainville,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Plainville,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Plainville,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Plainville,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Plainville,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Plainville,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Plainville,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,4
Plainville,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Plymouth,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Plymouth,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,7
Plymouth,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Plymouth,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Plymouth,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Plymouth,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,1
Plymouth,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,6
Plymouth,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Pomfret,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Pomfret,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Pomfret,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Pomfret,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Pomfret,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Pomfret,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Pomfret,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Pomfret,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Portland,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Portland,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Portland,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Portland,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Portland,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Portland,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Portland,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,2
Portland,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Preston,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Preston,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Preston,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Preston,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Preston,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Preston,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Preston,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Preston,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Prospect,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Prospect,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Prospect,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Prospect,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Prospect,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,2
Prospect,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Prospect,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,4
Prospect,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Putnam,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Putnam,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
Putnam,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Putnam,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Putnam,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Putnam,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Putnam,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,1
Putnam,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Redding,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Redding,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Redding,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Redding,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Redding,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Redding,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Redding,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Redding,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Ridgefield,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,8
Ridgefield,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Ridgefield,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,9
Ridgefield,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,3
Ridgefield,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,2
Ridgefield,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Ridgefield,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,2
Ridgefield,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Rocky Hill,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Rocky Hill,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
Rocky Hill,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Rocky Hill,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Rocky Hill,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,3
